"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0000988",0.00758640268281788,18.0855855855856,0.134284308903099,2,14,"protein binding transcription factor activity"
"2","GO:0004518",0.020897005024276,5.6045197740113,0.594687653713724,3,62,"nuclease activity"
